2024-10-10 03:10:23 - [2024-10-10 03:10:23] MonsterMonstruo 231003101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 03:19:33 - [2024-10-10 03:19:33] MonsterMonstruo 321903101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 03:19:35 - [2024-10-10 03:19:35] MonsterMonstruo 341903101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 03:19:37 - [2024-10-10 03:19:37] MonsterMonstruo 351903101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 03:19:39 - [2024-10-10 03:19:39] MonsterMonstruo 381903101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 03:19:51 - [2024-10-10 03:19:51] MonsterMonstruo 501903101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 03:20:03 - [2024-10-10 03:20:03] Monster Monstruo 111903101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 03:20:03 - [2024-10-10 03:20:03] Monster Monstruo 221903101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 03:20:03 - [2024-10-10 03:20:03] Monster Monstruo 291903101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 03:20:03 - [2024-10-10 03:20:03] Monster Monstruo 321903101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 03:20:03 - [2024-10-10 03:20:03] Monster Monstruo 341903101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 03:20:03 - [2024-10-10 03:20:03] Monster Monstruo 351903101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 03:20:03 - [2024-10-10 03:20:03] Monster Monstruo 381903101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 03:20:03 - [2024-10-10 03:20:03] Monster Monstruo 501903101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 03:20:05 - [2024-10-10 03:20:05] MonsterMonstruo 42003101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 03:20:07 - [2024-10-10 03:20:07] MonsterMonstruo 52003101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 03:20:09 - [2024-10-10 03:20:09] MonsterMonstruo 72003101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 03:20:17 - [2024-10-10 03:20:17] MonsterMonstruo 162003101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 03:20:26 - [2024-10-10 03:20:26] MonsterMonstruo 252003101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 03:20:30 - [2024-10-10 03:20:30] MonsterMonstruo 292003101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 03:20:32 - [2024-10-10 03:20:32] MonsterMonstruo 302003101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 4.
2024-10-10 03:20:38 - [2024-10-10 03:20:38] MonsterMonstruo 372003101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 03:20:50 - [2024-10-10 03:20:50] Monster Monstruo 42003101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 03:20:50 - [2024-10-10 03:20:50] Monster Monstruo 52003101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 03:20:50 - [2024-10-10 03:20:50] Monster Monstruo 72003101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 03:20:50 - [2024-10-10 03:20:50] Monster Monstruo 162003101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 03:20:50 - [2024-10-10 03:20:50] Monster Monstruo 252003101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 03:20:50 - [2024-10-10 03:20:50] Monster Monstruo 292003101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 03:20:50 - [2024-10-10 03:20:50] Monster Monstruo 302003101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 4.
2024-10-10 03:20:50 - [2024-10-10 03:20:50] Monster Monstruo 372003101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 03:20:52 - [2024-10-10 03:20:52] MonsterMonstruo 382003101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 03:21:00 - [2024-10-10 03:21:00] MonsterMonstruo 582003101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 03:21:02 - [2024-10-10 03:21:02] MonsterMonstruo 2103101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 03:21:04 - [2024-10-10 03:21:04] MonsterMonstruo 32103101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 2.
2024-10-10 03:21:08 - [2024-10-10 03:21:08] MonsterMonstruo 72103101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 03:21:12 - [2024-10-10 03:21:12] MonsterMonstruo 102103101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 03:21:14 - [2024-10-10 03:21:14] MonsterMonstruo 132103101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 4.
2024-10-10 03:21:24 - [2024-10-10 03:21:24] MonsterMonstruo 222103101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 4.
2024-10-10 03:21:36 - [2024-10-10 03:21:36] Monster Monstruo 382003101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 03:21:36 - [2024-10-10 03:21:36] Monster Monstruo 582003101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 03:21:36 - [2024-10-10 03:21:36] Monster Monstruo 2103101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 2.
2024-10-10 03:21:36 - [2024-10-10 03:21:36] Monster Monstruo 32103101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 2.
2024-10-10 03:21:36 - [2024-10-10 03:21:36] Monster Monstruo 72103101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 03:21:36 - [2024-10-10 03:21:36] Monster Monstruo 102103101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 03:21:36 - [2024-10-10 03:21:36] Monster Monstruo 132103101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 4.
2024-10-10 03:21:36 - [2024-10-10 03:21:36] Monster Monstruo 222103101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 4.
2024-10-10 03:21:38 - [2024-10-10 03:21:38] MonsterMonstruo 242103101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 03:21:40 - [2024-10-10 03:21:40] MonsterMonstruo 372103101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 03:21:42 - [2024-10-10 03:21:42] MonsterMonstruo 382103101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 03:21:46 - [2024-10-10 03:21:46] MonsterMonstruo 442103101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 03:21:48 - [2024-10-10 03:21:48] MonsterMonstruo 472103101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 3.
2024-10-10 03:21:52 - [2024-10-10 03:21:52] MonsterMonstruo 502103101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 03:22:00 - [2024-10-10 03:22:00] MonsterMonstruo 592103101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 03:22:04 - [2024-10-10 03:22:04] MonsterMonstruo 22203101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 03:22:16 - [2024-10-10 03:22:16] Monster Monstruo 242103101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 03:22:16 - [2024-10-10 03:22:16] Monster Monstruo 372103101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 1.
2024-10-10 03:22:16 - [2024-10-10 03:22:16] Monster Monstruo 382103101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 03:22:16 - [2024-10-10 03:22:16] Monster Monstruo 442103101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 03:22:16 - [2024-10-10 03:22:16] Monster Monstruo 472103101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 3.
2024-10-10 03:22:16 - [2024-10-10 03:22:16] Monster Monstruo 502103101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 03:22:16 - [2024-10-10 03:22:16] Monster Monstruo 592103101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 03:22:16 - [2024-10-10 03:22:16] Monster Monstruo 22203101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 03:22:18 - [2024-10-10 03:22:18] MonsterMonstruo 162203101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 03:22:20 - [2024-10-10 03:22:20] MonsterMonstruo 172203101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 03:22:24 - [2024-10-10 03:22:24] MonsterMonstruo 232203101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 03:22:26 - [2024-10-10 03:22:26] MonsterMonstruo 242203101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 03:22:28 - [2024-10-10 03:22:28] MonsterMonstruo 252203101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 03:22:30 - [2024-10-10 03:22:30] MonsterMonstruo 262203101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 03:22:32 - [2024-10-10 03:22:32] MonsterMonstruo 292203101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 03:22:34 - [2024-10-10 03:22:34] MonsterMonstruo 312203101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 03:22:46 - [2024-10-10 03:22:46] Monster Monstruo 162203101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 03:22:46 - [2024-10-10 03:22:46] Monster Monstruo 172203101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 03:22:46 - [2024-10-10 03:22:46] Monster Monstruo 232203101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 03:22:46 - [2024-10-10 03:22:46] Monster Monstruo 242203101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 03:22:46 - [2024-10-10 03:22:46] Monster Monstruo 252203101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 03:22:46 - [2024-10-10 03:22:46] Monster Monstruo 262203101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 03:22:46 - [2024-10-10 03:22:46] Monster Monstruo 292203101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 03:22:46 - [2024-10-10 03:22:46] Monster Monstruo 312203101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 03:22:48 - [2024-10-10 03:22:48] MonsterMonstruo 342203101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 03:22:56 - [2024-10-10 03:22:56] MonsterMonstruo 552203101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 03:23:00 - [2024-10-10 03:23:00] MonsterMonstruo 582203101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 03:23:06 - [2024-10-10 03:23:06] MonsterMonstruo 42303101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 03:23:08 - [2024-10-10 03:23:08] MonsterMonstruo 52303101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 03:23:12 - [2024-10-10 03:23:12] MonsterMonstruo 112303101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 03:23:14 - [2024-10-10 03:23:14] MonsterMonstruo 142303101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 4.
2024-10-10 03:23:20 - [2024-10-10 03:23:20] MonsterMonstruo 202303101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 03:23:32 - [2024-10-10 03:23:32] Monster Monstruo 342203101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 03:23:32 - [2024-10-10 03:23:32] Monster Monstruo 552203101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 03:23:32 - [2024-10-10 03:23:32] Monster Monstruo 582203101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 03:23:32 - [2024-10-10 03:23:32] Monster Monstruo 42303101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 03:23:32 - [2024-10-10 03:23:32] Monster Monstruo 52303101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 03:23:32 - [2024-10-10 03:23:32] Monster Monstruo 112303101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 03:23:32 - [2024-10-10 03:23:32] Monster Monstruo 142303101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 4.
2024-10-10 03:23:32 - [2024-10-10 03:23:32] Monster Monstruo 202303101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 03:23:40 - [2024-10-10 03:23:40] MonsterMonstruo 392303101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 03:23:46 - [2024-10-10 03:23:46] MonsterMonstruo 462303101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 03:23:52 - [2024-10-10 03:23:52] MonsterMonstruo 522303101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 03:23:54 - [2024-10-10 03:23:54] MonsterMonstruo 542303101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 03:23:57 - [2024-10-10 03:23:57] MonsterMonstruo 562303101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 03:23:59 - [2024-10-10 03:23:59] MonsterMonstruo 572303101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 03:24:01 - [2024-10-10 03:24:01] MonsterMonstruo 592303101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 03:24:03 - [2024-10-10 03:24:03] MonsterMonstruo 12403101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 4.
2024-10-10 09:46:14 - [2024-10-10 09:46:14] MonsterMonstruo 134609101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 09:46:16 - [2024-10-10 09:46:16] MonsterMonstruo 144609101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 09:46:20 - [2024-10-10 09:46:20] MonsterMonstruo 204609101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 09:46:24 - [2024-10-10 09:46:24] MonsterMonstruo 234609101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 09:46:32 - [2024-10-10 09:46:32] MonsterMonstruo 324609101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 09:46:38 - [2024-10-10 09:46:38] MonsterMonstruo 384609101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 09:46:40 - [2024-10-10 09:46:40] MonsterMonstruo 394609101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 4.
2024-10-10 09:46:44 - [2024-10-10 09:46:44] MonsterMonstruo 424609101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 09:46:56 - [2024-10-10 09:46:56] Monster Monstruo 134609101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 09:46:56 - [2024-10-10 09:46:56] Monster Monstruo 144609101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 09:46:56 - [2024-10-10 09:46:56] Monster Monstruo 204609101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 09:46:56 - [2024-10-10 09:46:56] Monster Monstruo 234609101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 09:46:56 - [2024-10-10 09:46:56] Monster Monstruo 324609101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 09:46:56 - [2024-10-10 09:46:56] Monster Monstruo 384609101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 09:46:56 - [2024-10-10 09:46:56] Monster Monstruo 394609101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 4.
2024-10-10 09:46:56 - [2024-10-10 09:46:56] Monster Monstruo 424609101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 09:46:58 - [2024-10-10 09:46:58] MonsterMonstruo 454609101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 09:47:00 - [2024-10-10 09:47:00] MonsterMonstruo 574609101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 09:47:04 - [2024-10-10 09:47:04] MonsterMonstruo 24709101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 2.
2024-10-10 09:47:08 - [2024-10-10 09:47:08] MonsterMonstruo 64709101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 09:47:14 - [2024-10-10 09:47:14] MonsterMonstruo 144709101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 09:47:16 - [2024-10-10 09:47:16] MonsterMonstruo 154709101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 09:47:18 - [2024-10-10 09:47:18] MonsterMonstruo 164709101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 09:47:20 - [2024-10-10 09:47:20] MonsterMonstruo 174709101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
