2024-10-10 03:10:23 - [2024-10-10 03:10:23] Monster Monstruo 231003101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 11:51:14 - [2024-10-10 11:51:14] Monster Monstruo 145111101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 11:51:15 - [2024-10-10 11:51:15] Monster Monstruo 155111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:51:15 - [2024-10-10 11:51:15] Monster Monstruo 155111101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 11:51:15 - [2024-10-10 11:51:15] Monster Monstruo 155111101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:51:15 - [2024-10-10 11:51:15] Monster Monstruo 155111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:51:15 - [2024-10-10 11:51:15] Monster Monstruo 155111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:51:15 - [2024-10-10 11:51:15] Monster Monstruo 155111101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 11:51:16 - [2024-10-10 11:51:16] Monster Monstruo 165111101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 11:51:16 - [2024-10-10 11:51:16] Monster Monstruo 165111101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 11:51:16 - [2024-10-10 11:51:16] Monster Monstruo 165111101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 11:51:16 - [2024-10-10 11:51:16] Monster Monstruo 165111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:51:16 - [2024-10-10 11:51:16] Monster Monstruo 165111101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 11:51:16 - [2024-10-10 11:51:16] Monster Monstruo 165111101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 11:51:16 - [2024-10-10 11:51:16] Monster Monstruo 165111101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 11:51:16 - [2024-10-10 11:51:16] Monster Monstruo 165111101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] Monster Monstruo 175111101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] Monster Monstruo 175111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] Monster Monstruo 175111101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 11:51:20 - [2024-10-10 11:51:20] Monster Monstruo 205111101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:51:24 - [2024-10-10 11:51:24] Monster Monstruo 245111101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 65111101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was dequeued.
2024-10-10 11:53:04 - [2024-10-10 11:53:04] Monster Monstruo 45311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:53:08 - [2024-10-10 11:53:08] Monster Monstruo 85311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:53:12 - [2024-10-10 11:53:12] Monster Monstruo 125311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] Monster Monstruo 155311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:53:17 - [2024-10-10 11:53:17] Monster Monstruo 175311101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 11:53:21 - [2024-10-10 11:53:21] Monster Monstruo 215311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:53:22 - [2024-10-10 11:53:22] Monster Monstruo 225311101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 11:53:25 - [2024-10-10 11:53:25] Monster Monstruo 255311101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] Monster Monstruo 265311101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] Monster Monstruo 265311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 45311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was dequeued.
2024-10-10 11:55:58 - [2024-10-10 11:55:58] Monster Monstruo 585511101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 11:56:07 - [2024-10-10 11:56:07] Monster Monstruo 75611101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 11:56:11 - [2024-10-10 11:56:11] Monster Monstruo 115611101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:56:12 - [2024-10-10 11:56:12] Monster Monstruo 125611101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:56:13 - [2024-10-10 11:56:13] Monster Monstruo 135611101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 11:56:18 - [2024-10-10 11:56:18] Monster Monstruo 185611101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:56:20 - [2024-10-10 11:56:20] Monster Monstruo 205611101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 11:56:28 - [2024-10-10 11:56:28] Monster Monstruo 285611101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:56:30 - [2024-10-10 11:56:30] Monster Monstruo 305611101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:56:41 - [2024-10-10 11:56:41] Monster Monstruo 585511101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was dequeued.
2024-10-10 12:00:36 - [2024-10-10 12:00:36] Monster Monstruo 360012101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:00:42 - [2024-10-10 12:00:42] Monster Monstruo 420012101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:00:48 - [2024-10-10 12:00:48] Monster Monstruo 480012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:00:51 - [2024-10-10 12:00:51] Monster Monstruo 510012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:01:07 - [2024-10-10 12:01:07] Monster Monstruo 70112101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:01:10 - [2024-10-10 12:01:10] Monster Monstruo 100112101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:01:22 - [2024-10-10 12:01:22] Monster Monstruo 220112101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:01:34 - [2024-10-10 12:01:34] Monster Monstruo 340112101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:01:47 - [2024-10-10 12:01:47] Monster Monstruo 360012101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was dequeued.
2024-10-10 12:01:59 - [2024-10-10 12:01:59] Monster Monstruo 590112101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:02:29 - [2024-10-10 12:02:29] Monster Monstruo 290212101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 12:02:35 - [2024-10-10 12:02:35] Monster Monstruo 350212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:02:50 - [2024-10-10 12:02:50] Monster Monstruo 500212101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:05:58 - [2024-10-10 12:05:58] Monster Monstruo 580512101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:06:01 - [2024-10-10 12:06:01] Monster Monstruo 10612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:06:01 - [2024-10-10 12:06:01] Monster Monstruo 10612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:06:01 - [2024-10-10 12:06:01] Monster Monstruo 10612101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:06:06 - [2024-10-10 12:06:06] Monster Monstruo 60612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:06:14 - [2024-10-10 12:06:14] Monster Monstruo 140612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:06:18 - [2024-10-10 12:06:18] Monster Monstruo 180612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:06:19 - [2024-10-10 12:06:19] Monster Monstruo 190612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:06:22 - [2024-10-10 12:06:22] Monster Monstruo 220612101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:06:35 - [2024-10-10 12:06:35] Monster Monstruo 580512101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was dequeued.
2024-10-10 12:07:28 - [2024-10-10 12:07:28] Monster Monstruo 280712101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 12:07:34 - [2024-10-10 12:07:34] Monster Monstruo 340712101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:07:44 - [2024-10-10 12:07:44] Monster Monstruo 440712101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:07:59 - [2024-10-10 12:07:59] Monster Monstruo 590712101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:08:01 - [2024-10-10 12:08:01] Monster Monstruo 10812101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 12:08:11 - [2024-10-10 12:08:11] Monster Monstruo 110812101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 12:08:23 - [2024-10-10 12:08:23] Monster Monstruo 280712101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was dequeued.
2024-10-10 12:08:24 - [2024-10-10 12:08:24] Monster Monstruo 240812101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:08:38 - [2024-10-10 12:08:38] Monster Monstruo 380812101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 12:08:42 - [2024-10-10 12:08:42] Monster Monstruo 420812101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 12:08:43 - [2024-10-10 12:08:43] Monster Monstruo 430812101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:08:52 - [2024-10-10 12:08:52] Monster Monstruo 520812101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 12:08:58 - [2024-10-10 12:08:58] Monster Monstruo 580812101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:09:00 - [2024-10-10 12:09:00] Monster Monstruo 912101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:09:11 - [2024-10-10 12:09:11] Monster Monstruo 240812101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was dequeued.
2024-10-10 12:09:14 - [2024-10-10 12:09:14] Monster Monstruo 140912101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 12:09:15 - [2024-10-10 12:09:15] Monster Monstruo 150912101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:09:17 - [2024-10-10 12:09:17] Monster Monstruo 170912101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:09:18 - [2024-10-10 12:09:18] Monster Monstruo 180912101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:09:20 - [2024-10-10 12:09:20] Monster Monstruo 200912101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 12:09:22 - [2024-10-10 12:09:22] Monster Monstruo 220912101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:09:35 - [2024-10-10 12:09:35] Monster Monstruo 912101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was dequeued.
2024-10-10 12:09:35 - [2024-10-10 12:09:35] Monster Monstruo 350912101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 12:09:39 - [2024-10-10 12:09:39] Monster Monstruo 390912101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:09:42 - [2024-10-10 12:09:42] Monster Monstruo 420912101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 12:09:43 - [2024-10-10 12:09:43] Monster Monstruo 430912101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:09:46 - [2024-10-10 12:09:46] Monster Monstruo 460912101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:09:59 - [2024-10-10 12:09:59] Monster Monstruo 220912101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was dequeued.
2024-10-10 12:10:08 - [2024-10-10 12:10:08] Monster Monstruo 81012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:10:09 - [2024-10-10 12:10:09] Monster Monstruo 91012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:10:16 - [2024-10-10 12:10:16] Monster Monstruo 161012101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:10:18 - [2024-10-10 12:10:18] Monster Monstruo 181012101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:10:22 - [2024-10-10 12:10:22] Monster Monstruo 221012101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:10:26 - [2024-10-10 12:10:26] Monster Monstruo 261012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:10:40 - [2024-10-10 12:10:40] Monster Monstruo 81012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was dequeued.
2024-10-10 12:10:47 - [2024-10-10 12:10:47] Monster Monstruo 471012101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:10:51 - [2024-10-10 12:10:51] Monster Monstruo 511012101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 12:10:52 - [2024-10-10 12:10:52] Monster Monstruo 521012101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 12:10:55 - [2024-10-10 12:10:55] Monster Monstruo 551012101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 12:10:58 - [2024-10-10 12:10:58] Monster Monstruo 581012101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:11:01 - [2024-10-10 12:11:01] Monster Monstruo 11112101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:11:14 - [2024-10-10 12:11:14] Monster Monstruo 471012101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was dequeued.
2024-10-10 12:11:20 - [2024-10-10 12:11:20] Monster Monstruo 201112101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:11:23 - [2024-10-10 12:11:23] Monster Monstruo 231112101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:11:27 - [2024-10-10 12:11:27] Monster Monstruo 271112101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:11:37 - [2024-10-10 12:11:37] Monster Monstruo 371112101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:11:40 - [2024-10-10 12:11:40] Monster Monstruo 401112101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:11:47 - [2024-10-10 12:11:47] Monster Monstruo 471112101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:12:00 - [2024-10-10 12:12:00] Monster Monstruo 201112101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was dequeued.
2024-10-10 12:12:00 - [2024-10-10 12:12:00] Monster Monstruo 1212101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 12:12:01 - [2024-10-10 12:12:01] Monster Monstruo 11212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:12:02 - [2024-10-10 12:12:02] Monster Monstruo 21212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:12:07 - [2024-10-10 12:12:07] Monster Monstruo 71212101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 12:12:11 - [2024-10-10 12:12:11] Monster Monstruo 111212101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 12:12:17 - [2024-10-10 12:12:17] Monster Monstruo 171212101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:12:30 - [2024-10-10 12:12:30] Monster Monstruo 1212101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was dequeued.
2024-10-10 12:12:32 - [2024-10-10 12:12:32] Monster Monstruo 321212101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:12:40 - [2024-10-10 12:12:40] Monster Monstruo 401212101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 12:12:43 - [2024-10-10 12:12:43] Monster Monstruo 431212101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 12:12:44 - [2024-10-10 12:12:44] Monster Monstruo 441212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:12:47 - [2024-10-10 12:12:47] Monster Monstruo 471212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:12:48 - [2024-10-10 12:12:48] Monster Monstruo 481212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:12:51 - [2024-10-10 12:12:51] Monster Monstruo 511212101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:13:02 - [2024-10-10 12:13:02] Monster Monstruo 321212101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was dequeued.
2024-10-10 12:13:02 - [2024-10-10 12:13:02] Monster Monstruo 21312101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 12:13:04 - [2024-10-10 12:13:04] Monster Monstruo 41312101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:13:08 - [2024-10-10 12:13:08] Monster Monstruo 81312101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:13:09 - [2024-10-10 12:13:09] Monster Monstruo 91312101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:13:11 - [2024-10-10 12:13:11] Monster Monstruo 111312101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 12:13:12 - [2024-10-10 12:13:12] Monster Monstruo 121312101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:13:26 - [2024-10-10 12:13:26] Monster Monstruo 261312101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 12:13:26 - [2024-10-10 12:13:26] Monster Monstruo 511212101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was dequeued.
2024-10-10 12:13:28 - [2024-10-10 12:13:28] Monster Monstruo 281312101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:13:32 - [2024-10-10 12:13:32] Monster Monstruo 321312101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:13:37 - [2024-10-10 12:13:37] Monster Monstruo 371312101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 12:13:39 - [2024-10-10 12:13:39] Monster Monstruo 391312101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 12:13:40 - [2024-10-10 12:13:40] Monster Monstruo 401312101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:13:52 - [2024-10-10 12:13:52] Monster Monstruo 121312101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was dequeued.
2024-10-10 12:13:54 - [2024-10-10 12:13:54] Monster Monstruo 541312101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:13:58 - [2024-10-10 12:13:58] Monster Monstruo 581312101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 12:14:14 - [2024-10-10 12:14:14] Monster Monstruo 141412101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:14:15 - [2024-10-10 12:14:15] Monster Monstruo 151412101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:14:17 - [2024-10-10 12:14:17] Monster Monstruo 171412101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 12:14:20 - [2024-10-10 12:14:20] Monster Monstruo 201412101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:14:31 - [2024-10-10 12:14:31] Monster Monstruo 401312101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was dequeued.
2024-10-10 12:14:32 - [2024-10-10 12:14:32] Monster Monstruo 321412101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:14:33 - [2024-10-10 12:14:33] Monster Monstruo 331412101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:14:45 - [2024-10-10 12:14:45] Monster Monstruo 451412101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:14:48 - [2024-10-10 12:14:48] Monster Monstruo 481412101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 12:14:50 - [2024-10-10 12:14:50] Monster Monstruo 501412101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 12:15:03 - [2024-10-10 12:15:03] Monster Monstruo 201412101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was dequeued.
2024-10-10 12:15:04 - [2024-10-10 12:15:04] Monster Monstruo 41512101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 12:15:11 - [2024-10-10 12:15:11] Monster Monstruo 111512101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 12:15:19 - [2024-10-10 12:15:19] Monster Monstruo 191512101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 12:15:24 - [2024-10-10 12:15:24] Monster Monstruo 241512101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
