2024-10-10 09:45:06 - [2024-10-10 09:45:06] The order: Name: NATALIA, Priority: No, Number: PROGRA, of 1, INTELIGENCIA, VELOCIDAD, LOCURA, 
2024-10-10 09:45:06 - [2024-10-10 09:45:06] The order: Name: ALLAN, Priority: No, Number: 2, of DESTRUCCION, 
2024-10-10 09:48:17 - [2024-10-10 09:48:17] Monster Monstruo 364709101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 2.
2024-10-10 09:48:17 - [2024-10-10 09:48:17] Monster Monstruo 384709101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 09:48:17 - [2024-10-10 09:48:17] Monster Monstruo 504709101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 3.
2024-10-10 09:48:17 - [2024-10-10 09:48:17] Monster Monstruo 564709101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 09:48:17 - [2024-10-10 09:48:17] Monster Monstruo 14809101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 4.
2024-10-10 09:48:17 - [2024-10-10 09:48:17] Monster Monstruo 44809101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 4.
2024-10-10 09:48:17 - [2024-10-10 09:48:17] Monster Monstruo 224709101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was dequeued.
2024-10-10 09:48:17 - [2024-10-10 09:48:17] The monster Monstruo 224709101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada entered storage and is available for delivery.
2024-10-10 09:48:17 - [2024-10-10 09:48:17] The monster Monstruo 354709101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta entered the garbage collector because inspector 1 discarded it.
2024-10-10 09:48:17 - [2024-10-10 09:48:17] The monster Monstruo 364709101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada entered storage and is available for delivery.
2024-10-10 09:48:17 - [2024-10-10 09:48:17] The monster Monstruo 384709101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica entered the garbage collector because inspector 1 discarded it.
2024-10-10 09:48:17 - [2024-10-10 09:48:17] The monster Monstruo 504709101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica entered storage and is available for delivery.
2024-10-10 09:48:17 - [2024-10-10 09:48:17] The monster Monstruo 564709101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada entered the garbage collector because inspector 1 discarded it.
2024-10-10 09:48:17 - [2024-10-10 09:48:17] The monster Monstruo 14809101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica entered the garbage collector because inspector 2 discarded it.
2024-10-10 09:48:17 - [2024-10-10 09:48:17] The monster Monstruo 44809101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica entered storage and is available for delivery.
2024-10-10 09:48:17 - [2024-10-10 09:48:17] Monster Monstruo 174809101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 09:48:18 - [2024-10-10 09:48:18] The monster Monstruo 184809101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 09:48:19 - [2024-10-10 09:48:19] MonsterMonstruo 174809101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 09:48:19 - [2024-10-10 09:48:19] The monster Monstruo 194809101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 09:48:20 - [2024-10-10 09:48:20] The monster Monstruo 204809101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 09:48:21 - [2024-10-10 09:48:21] Monster Monstruo 214809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 09:48:22 - [2024-10-10 09:48:22] The monster Monstruo 224809101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered the garbage collector because it was GOOD.
2024-10-10 09:48:23 - [2024-10-10 09:48:23] MonsterMonstruo 214809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 09:48:23 - [2024-10-10 09:48:23] Monster Monstruo 234809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 09:48:24 - [2024-10-10 09:48:24] Monster Monstruo 244809101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 09:48:25 - [2024-10-10 09:48:25] MonsterMonstruo 234809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 09:48:25 - [2024-10-10 09:48:25] The monster Monstruo 254809101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 09:48:26 - [2024-10-10 09:48:26] The monster Monstruo 264809101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 09:48:27 - [2024-10-10 09:48:27] MonsterMonstruo 244809101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 09:48:27 - [2024-10-10 09:48:27] Monster Monstruo 274809101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 09:48:28 - [2024-10-10 09:48:28] The monster Monstruo 284809101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 09:48:29 - [2024-10-10 09:48:29] MonsterMonstruo 274809101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 09:48:29 - [2024-10-10 09:48:29] The monster Monstruo 294809101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 09:48:30 - [2024-10-10 09:48:30] Monster Monstruo 304809101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 09:48:31 - [2024-10-10 09:48:31] MonsterMonstruo 304809101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 09:48:31 - [2024-10-10 09:48:31] The monster Monstruo 314809101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 09:48:32 - [2024-10-10 09:48:32] The monster Monstruo 324809101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 09:48:33 - [2024-10-10 09:48:33] The monster Monstruo 334809101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 09:48:34 - [2024-10-10 09:48:34] The monster Monstruo 344809101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 09:48:35 - [2024-10-10 09:48:35] The monster Monstruo 354809101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 09:48:36 - [2024-10-10 09:48:36] Monster Monstruo 364809101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 09:48:37 - [2024-10-10 09:48:37] MonsterMonstruo 364809101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 09:48:37 - [2024-10-10 09:48:37] The monster Monstruo 374809101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 09:48:38 - [2024-10-10 09:48:38] The monster Monstruo 384809101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 09:48:39 - [2024-10-10 09:48:39] The monster Monstruo 394809101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 09:48:40 - [2024-10-10 09:48:40] The monster Monstruo 404809101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 09:48:41 - [2024-10-10 09:48:41] Monster Monstruo 414809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 09:48:42 - [2024-10-10 09:48:42] Monster Monstruo 424809101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 09:48:43 - [2024-10-10 09:48:43] MonsterMonstruo 414809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 09:48:43 - [2024-10-10 09:48:43] Monster Monstruo 434809101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 09:48:44 - [2024-10-10 09:48:44] The monster Monstruo 444809101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] Monster Monstruo 174809101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] Monster Monstruo 214809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 1.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] Monster Monstruo 234809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] Monster Monstruo 244809101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] Monster Monstruo 274809101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] Monster Monstruo 304809101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] Monster Monstruo 364809101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] Monster Monstruo 414809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] Monster Monstruo 174809101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was dequeued.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] The monster Monstruo 174809101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada entered storage and is available for delivery.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] The monster Monstruo 214809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica entered storage and is available for delivery.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] The monster Monstruo 234809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica entered storage and is available for delivery.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] The monster Monstruo 244809101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada entered storage and is available for delivery.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] The monster Monstruo 274809101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta entered the garbage collector because inspector 2 discarded it.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] The monster Monstruo 304809101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada entered storage and is available for delivery.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] The monster Monstruo 364809101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta entered storage and is available for delivery.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] The monster Monstruo 414809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica entered storage and is available for delivery.
2024-10-10 09:48:55 - [2024-10-10 09:48:55] The monster Monstruo 554809101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 09:48:56 - [2024-10-10 09:48:56] The monster Monstruo 564809101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 09:48:57 - [2024-10-10 09:48:57] MonsterMonstruo 424809101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 09:48:57 - [2024-10-10 09:48:57] The monster Monstruo 574809101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 09:48:58 - [2024-10-10 09:48:58] The monster Monstruo 584809101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 09:48:59 - [2024-10-10 09:48:59] MonsterMonstruo 434809101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 09:48:59 - [2024-10-10 09:48:59] The monster Monstruo 594809101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 09:49:00 - [2024-10-10 09:49:00] The monster Monstruo 4909101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 09:49:01 - [2024-10-10 09:49:01] Monster Monstruo 14909101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 09:49:02 - [2024-10-10 09:49:02] The monster Monstruo 24909101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 09:49:03 - [2024-10-10 09:49:03] MonsterMonstruo 14909101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 09:49:03 - [2024-10-10 09:49:03] Monster Monstruo 34909101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 09:49:04 - [2024-10-10 09:49:04] The monster Monstruo 44909101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 09:49:05 - [2024-10-10 09:49:05] MonsterMonstruo 34909101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 09:49:05 - [2024-10-10 09:49:05] The monster Monstruo 54909101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 09:49:06 - [2024-10-10 09:49:06] The monster Monstruo 64909101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 09:49:07 - [2024-10-10 09:49:07] The monster Monstruo 74909101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 09:49:08 - [2024-10-10 09:49:08] The monster Monstruo 84909101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 09:49:09 - [2024-10-10 09:49:09] Monster Monstruo 94909101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 09:49:10 - [2024-10-10 09:49:10] Monster Monstruo 104909101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 09:49:11 - [2024-10-10 09:49:11] MonsterMonstruo 94909101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 09:49:11 - [2024-10-10 09:49:11] The monster Monstruo 114909101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 09:49:12 - [2024-10-10 09:49:12] The monster Monstruo 124909101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 09:49:13 - [2024-10-10 09:49:13] MonsterMonstruo 104909101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 09:49:13 - [2024-10-10 09:49:13] Monster Monstruo 134909101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 09:49:14 - [2024-10-10 09:49:14] Monster Monstruo 144909101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 09:49:15 - [2024-10-10 09:49:15] MonsterMonstruo 134909101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 09:49:15 - [2024-10-10 09:49:15] The monster Monstruo 154909101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 09:49:16 - [2024-10-10 09:49:16] The monster Monstruo 164909101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 09:49:17 - [2024-10-10 09:49:17] MonsterMonstruo 144909101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 4.
2024-10-10 09:49:17 - [2024-10-10 09:49:17] The monster Monstruo 174909101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 09:49:18 - [2024-10-10 09:49:18] Monster Monstruo 184909101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 09:49:34 - [2024-10-10 09:49:34] The order: Name: NATALIA, Priority: No, Number: PROGRA, of 1, INTELIGENCIA, VELOCIDAD, LOCURA, 
2024-10-10 09:49:34 - [2024-10-10 09:49:34] The order: Name: ALLAN, Priority: No, Number: 2, of DESTRUCCION, 
2024-10-10 09:49:34 - [2024-10-10 09:49:34] The order: Name: JIMENA, Priority: No, Number: PROGRA, of 3, REGENERACION, 
2024-10-10 09:49:34 - [2024-10-10 09:49:34] The order: Name: JUAN, Priority: No, Number: 4, of MALDAD, 
