2024-10-10 03:10:26 - [2024-10-10 03:10:26] The monster Monstruo 261003101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 03:14:37 - [2024-10-10 03:14:37] The monster Monstruo 371403101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 03:14:38 - [2024-10-10 03:14:38] The monster Monstruo 381403101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 03:14:39 - [2024-10-10 03:14:39] The monster Monstruo 391403101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 03:14:40 - [2024-10-10 03:14:40] The monster Monstruo 401403101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:14:41 - [2024-10-10 03:14:41] The monster Monstruo 411403101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered because it was GOOD.
2024-10-10 03:14:42 - [2024-10-10 03:14:42] The monster Monstruo 421403101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered because it was GOOD.
2024-10-10 03:14:43 - [2024-10-10 03:14:43] The monster Monstruo 431403101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 03:14:44 - [2024-10-10 03:14:44] The monster Monstruo 441403101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:14:45 - [2024-10-10 03:14:45] The monster Monstruo 451403101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 03:14:48 - [2024-10-10 03:14:48] The monster Monstruo 481403101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 03:14:49 - [2024-10-10 03:14:49] The monster Monstruo 491403101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 03:14:50 - [2024-10-10 03:14:50] The monster Monstruo 501403101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 03:14:51 - [2024-10-10 03:14:51] The monster Monstruo 511403101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 03:14:52 - [2024-10-10 03:14:52] The monster Monstruo 521403101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 03:14:53 - [2024-10-10 03:14:53] The monster Monstruo 531403101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 03:14:54 - [2024-10-10 03:14:54] The monster Monstruo 541403101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 03:14:55 - [2024-10-10 03:14:55] The monster Monstruo 551403101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 03:14:56 - [2024-10-10 03:14:56] The monster Monstruo 561403101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:14:57 - [2024-10-10 03:14:57] The monster Monstruo 571403101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 03:14:58 - [2024-10-10 03:14:58] The monster Monstruo 581403101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 03:14:59 - [2024-10-10 03:14:59] The monster Monstruo 591403101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:15:01 - [2024-10-10 03:15:01] The monster Monstruo 11503101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered because it was GOOD.
2024-10-10 03:15:02 - [2024-10-10 03:15:02] The monster Monstruo 21503101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 03:15:03 - [2024-10-10 03:15:03] The monster Monstruo 31503101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 03:15:05 - [2024-10-10 03:15:05] The monster Monstruo 51503101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 03:15:07 - [2024-10-10 03:15:07] The monster Monstruo 71503101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:15:08 - [2024-10-10 03:15:08] The monster Monstruo 81503101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 03:15:09 - [2024-10-10 03:15:09] The monster Monstruo 91503101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 03:15:20 - [2024-10-10 03:15:20] The monster Monstruo 461403101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta entered because inspector 2 discarded it.
2024-10-10 03:15:20 - [2024-10-10 03:15:20] The monster Monstruo 61503101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada entered because inspector 2 discarded it.
2024-10-10 03:15:20 - [2024-10-10 03:15:20] The monster Monstruo 201503101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 03:15:21 - [2024-10-10 03:15:21] The monster Monstruo 211503101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 03:15:23 - [2024-10-10 03:15:23] The monster Monstruo 231503101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 03:15:24 - [2024-10-10 03:15:24] The monster Monstruo 241503101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 03:15:25 - [2024-10-10 03:15:25] The monster Monstruo 251503101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 03:15:27 - [2024-10-10 03:15:27] The monster Monstruo 271503101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:15:28 - [2024-10-10 03:15:28] The monster Monstruo 281503101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:15:30 - [2024-10-10 03:15:30] The monster Monstruo 301503101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 03:15:31 - [2024-10-10 03:15:31] The monster Monstruo 311503101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 03:15:32 - [2024-10-10 03:15:32] The monster Monstruo 321503101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:15:36 - [2024-10-10 03:15:36] The monster Monstruo 361503101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 03:15:37 - [2024-10-10 03:15:37] The monster Monstruo 371503101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 03:15:38 - [2024-10-10 03:15:38] The monster Monstruo 381503101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 03:15:39 - [2024-10-10 03:15:39] The monster Monstruo 391503101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 03:15:40 - [2024-10-10 03:15:40] The monster Monstruo 401503101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:15:41 - [2024-10-10 03:15:41] The monster Monstruo 411503101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 03:15:42 - [2024-10-10 03:15:42] The monster Monstruo 421503101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered because it was GOOD.
2024-10-10 03:15:43 - [2024-10-10 03:15:43] The monster Monstruo 431503101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 03:15:44 - [2024-10-10 03:15:44] The monster Monstruo 441503101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 03:15:45 - [2024-10-10 03:15:45] The monster Monstruo 451503101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 03:15:47 - [2024-10-10 03:15:47] The monster Monstruo 471503101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 03:15:48 - [2024-10-10 03:15:48] The monster Monstruo 481503101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 03:15:49 - [2024-10-10 03:15:49] The monster Monstruo 491503101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 03:15:51 - [2024-10-10 03:15:51] The monster Monstruo 511503101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 03:15:52 - [2024-10-10 03:15:52] The monster Monstruo 521503101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 03:15:53 - [2024-10-10 03:15:53] The monster Monstruo 531503101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 03:16:04 - [2024-10-10 03:16:04] The monster Monstruo 221503101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada entered because inspector 1 discarded it.
2024-10-10 03:16:04 - [2024-10-10 03:16:04] The monster Monstruo 331503101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica entered because inspector 1 discarded it.
2024-10-10 03:16:05 - [2024-10-10 03:16:05] The monster Monstruo 51603101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 03:16:06 - [2024-10-10 03:16:06] The monster Monstruo 61603101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 03:16:08 - [2024-10-10 03:16:08] The monster Monstruo 81603101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 03:16:09 - [2024-10-10 03:16:09] The monster Monstruo 91603101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:16:10 - [2024-10-10 03:16:10] The monster Monstruo 101603101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 03:16:12 - [2024-10-10 03:16:12] The monster Monstruo 121603101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 03:16:13 - [2024-10-10 03:16:13] The monster Monstruo 131603101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 03:16:14 - [2024-10-10 03:16:14] The monster Monstruo 141603101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:16:16 - [2024-10-10 03:16:16] The monster Monstruo 161603101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 03:16:17 - [2024-10-10 03:16:17] The monster Monstruo 171603101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 03:16:19 - [2024-10-10 03:16:19] The monster Monstruo 191603101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:16:21 - [2024-10-10 03:16:21] The monster Monstruo 211603101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 03:16:22 - [2024-10-10 03:16:22] The monster Monstruo 221603101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 03:16:24 - [2024-10-10 03:16:24] The monster Monstruo 241603101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 03:16:26 - [2024-10-10 03:16:26] The monster Monstruo 261603101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 03:16:27 - [2024-10-10 03:16:27] The monster Monstruo 271603101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 03:16:28 - [2024-10-10 03:16:28] The monster Monstruo 281603101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 03:16:29 - [2024-10-10 03:16:29] The monster Monstruo 291603101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 03:16:30 - [2024-10-10 03:16:30] The monster Monstruo 301603101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered because it was GOOD.
2024-10-10 03:16:31 - [2024-10-10 03:16:31] The monster Monstruo 311603101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 03:16:32 - [2024-10-10 03:16:32] The monster Monstruo 321603101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 03:16:33 - [2024-10-10 03:16:33] The monster Monstruo 331603101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 03:16:34 - [2024-10-10 03:16:34] The monster Monstruo 341603101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 03:16:35 - [2024-10-10 03:16:35] The monster Monstruo 351603101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:16:36 - [2024-10-10 03:16:36] The monster Monstruo 361603101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:16:38 - [2024-10-10 03:16:38] The monster Monstruo 381603101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 03:16:39 - [2024-10-10 03:16:39] The monster Monstruo 391603101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 03:16:51 - [2024-10-10 03:16:51] The monster Monstruo 511603101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 03:16:52 - [2024-10-10 03:16:52] The monster Monstruo 521603101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 03:16:53 - [2024-10-10 03:16:53] The monster Monstruo 531603101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 03:16:54 - [2024-10-10 03:16:54] The monster Monstruo 541603101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 03:16:55 - [2024-10-10 03:16:55] The monster Monstruo 551603101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 03:16:57 - [2024-10-10 03:16:57] The monster Monstruo 571603101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 03:16:58 - [2024-10-10 03:16:58] The monster Monstruo 581603101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 03:16:59 - [2024-10-10 03:16:59] The monster Monstruo 591603101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 03:17:00 - [2024-10-10 03:17:00] The monster Monstruo 1703101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 03:17:01 - [2024-10-10 03:17:01] The monster Monstruo 11703101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 03:17:02 - [2024-10-10 03:17:02] The monster Monstruo 21703101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 03:17:03 - [2024-10-10 03:17:03] The monster Monstruo 31703101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 03:17:04 - [2024-10-10 03:17:04] The monster Monstruo 41703101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 03:17:05 - [2024-10-10 03:17:05] The monster Monstruo 51703101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:17:07 - [2024-10-10 03:17:07] The monster Monstruo 71703101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 03:17:08 - [2024-10-10 03:17:08] The monster Monstruo 81703101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 03:17:09 - [2024-10-10 03:17:09] The monster Monstruo 91703101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 03:17:10 - [2024-10-10 03:17:10] The monster Monstruo 101703101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 03:17:12 - [2024-10-10 03:17:12] The monster Monstruo 121703101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 03:17:13 - [2024-10-10 03:17:13] The monster Monstruo 131703101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
